staff_id,hospital_id,first_name,last_name,role,salary_grade,employment_date,shift,source_file
5537,30,Jessica,Pearson,ICT Officer,JG-F,2015-11-10,Rotating,staff.csv
5538,30,Rhys,Robinson,Security Officer,JG-B,2012-10-08,Rotating,staff.csv
5539,30,Kyle,Farrell,Receptionist,JG-F,2014-01-12,Day,staff.csv
5540,30,Amber,Marsh,Receptionist,JG-C,2018-01-22,Rotating,staff.csv
5541,30,Kate,Shaw,Cleaner,JG-A,2021-04-09,Rotating,staff.csv
5542,30,Norman,Edwards,ICT Officer,JG-F,2020-08-30,Night,staff.csv
5543,30,Leanne,Swift,Administrator,JG-B,2015-04-15,Rotating,staff.csv
5544,30,Sarah,Reid,Cleaner,JG-C,2019-03-09,Night,staff.csv
5545,30,Brett,Smith,Security Officer,JG-G,2012-12-08,Day,staff.csv
5546,30,Jay,Bryant,Receptionist,JG-E,2017-10-22,Rotating,staff.csv
5547,30,Mohammad,Russell,Medical Records Officer,JG-B,2012-09-03,Night,staff.csv
5548,30,Georgina,Lamb,Nutritionist,JG-A,2018-04-11,Night,staff.csv
5549,30,Carolyn,Davey,Radiographer,JG-D,2007-03-22,Day,staff.csv
5550,30,Jonathan,Hamilton,Cleaner,JG-D,2015-12-23,Day,staff.csv
5551,30,Georgina,Ford,Driver,JG-B,2023-06-13,Night,staff.csv
5552,30,Ashley,Baker,Security Officer,JG-E,2024-01-03,Rotating,staff.csv
5553,30,Katy,Jackson,Clinical Officer,JG-E,2014-05-28,Day,staff.csv
5554,30,Albert,Bishop,Clinical Officer,JG-E,2015-07-13,Rotating,staff.csv
5555,30,Dean,Wall,Medical Records Officer,JG-E,2022-11-29,Day,staff.csv
5556,30,Bernard,Williams,Radiographer,JG-B,2023-10-26,Night,staff.csv
5557,30,Kathryn,Martin,Nurse,JG-E,2018-12-08,Day,staff.csv
5558,30,Samantha,Bennett,Laboratory Technologist,JG-D,2011-07-27,Night,staff.csv
5559,30,Lauren,Shah,ICT Officer,JG-C,2018-07-21,Day,staff.csv
5560,30,Patrick,Howarth,Driver,JG-E,2021-10-10,Night,staff.csv
5561,30,Duncan,Wright,Nutritionist,JG-G,2011-04-07,Night,staff.csv
5562,30,Pamela,Hancock,Laboratory Technologist,JG-D,2021-07-20,Night,staff.csv
5563,30,Timothy,Miles,Pharmacist,JG-E,2018-05-20,Rotating,staff.csv
5564,30,Michelle,Parkinson,Medical Records Officer,JG-C,2012-11-29,Night,staff.csv
5565,30,Victoria,McLean,Security Officer,JG-C,2013-08-03,Rotating,staff.csv
5566,30,Gemma,Nicholls,Laboratory Technologist,JG-E,2006-08-04,Rotating,staff.csv
5567,30,Jeffrey,Wong,Clinical Officer,JG-C,2017-04-23,Night,staff.csv
5568,30,Joanne,Newton,Nurse,JG-E,2011-02-27,Night,staff.csv
5569,30,Alice,Booth,Driver,JG-C,2016-09-10,Rotating,staff.csv
5570,30,Russell,Cox,Clinical Officer,JG-A,2024-09-27,Rotating,staff.csv
5571,30,Richard,Parkes,Nurse,JG-A,2017-12-22,Night,staff.csv
5572,30,Ian,Hayes,Pharmacist,JG-D,2009-01-01,Day,staff.csv
5573,30,Anne,Perry,ICT Officer,JG-G,2010-02-14,Day,staff.csv
5574,30,Jenna,Butler,Pharmacist,JG-C,2018-09-09,Day,staff.csv
5575,30,Dennis,Wilson,Medical Records Officer,JG-C,2011-09-23,Rotating,staff.csv
5576,30,Dennis,Myers,ICT Officer,JG-G,2013-01-19,Day,staff.csv
5577,30,Hazel,Hill,Nurse,JG-D,2022-03-18,Day,staff.csv
5578,30,Rachel,Storey,Receptionist,JG-G,2025-06-25,Night,staff.csv
5579,30,Elliott,Price,Cleaner,JG-E,2018-09-20,Night,staff.csv
5580,30,Iain,Dodd,Nutritionist,JG-A,2021-06-21,Day,staff.csv
5581,30,Graham,Holt,Security Officer,JG-D,2015-08-06,Rotating,staff.csv
5582,30,Ricky,Carr,Radiographer,JG-F,2026-02-12,Day,staff.csv
5583,30,Heather,Smith,Administrator,JG-E,2007-02-04,Day,staff.csv
5584,30,Callum,Holmes,Driver,JG-F,2025-04-20,Night,staff.csv
5585,30,Carole,Stephenson,Receptionist,JG-G,2016-05-05,Night,staff.csv
5586,30,Melissa,Nelson,Radiographer,JG-F,2010-12-09,Rotating,staff.csv
5587,30,Julia,Davies,ICT Officer,JG-A,2010-11-03,Day,staff.csv
5588,30,Holly,Wilson,Pharmacist,JG-C,2011-05-31,Night,staff.csv
5589,30,Suzanne,Johnston,ICT Officer,JG-C,2023-08-08,Night,staff.csv
5590,30,Brett,Harper,Driver,JG-C,2008-05-19,Night,staff.csv
5591,30,Carole,Moss,Clinical Officer,JG-F,2010-08-21,Night,staff.csv
5592,30,Jessica,Foster,Security Officer,JG-D,2012-03-28,Rotating,staff.csv
5593,30,Brenda,Frost,Nurse,JG-F,2009-09-22,Rotating,staff.csv
5594,30,Sharon,Wilkinson,Nutritionist,JG-C,2009-11-10,Night,staff.csv
5595,30,Dominic,Moore,Security Officer,JG-C,2008-10-27,Rotating,staff.csv
5596,30,Ian,Cook,ICT Officer,JG-D,2021-05-25,Rotating,staff.csv
5597,30,Sheila,Dale,Nurse,JG-B,2024-07-16,Rotating,staff.csv
5598,30,Joel,Hill,Nutritionist,JG-F,2022-09-17,Rotating,staff.csv
5599,30,Lydia,Evans,Radiographer,JG-E,2011-01-25,Rotating,staff.csv
5600,30,Jack,Thompson,Nurse,JG-C,2012-04-27,Night,staff.csv
5601,30,Pamela,Bates,Radiographer,JG-E,2014-12-14,Day,staff.csv
5602,30,Kerry,Bailey,ICT Officer,JG-F,2025-03-18,Day,staff.csv
5603,30,Debra,Lynch,Receptionist,JG-F,2016-04-18,Day,staff.csv
5604,30,Reece,Webb,Medical Records Officer,JG-A,2012-05-05,Night,staff.csv
5605,30,Abbie,Hall,Security Officer,JG-A,2006-09-09,Day,staff.csv
5606,30,William,Phillips,Security Officer,JG-A,2014-12-13,Day,staff.csv
5607,30,Charlie,Sutton,Radiographer,JG-A,2011-02-17,Rotating,staff.csv
5608,30,Darren,Davies,Cleaner,JG-C,2022-01-17,Day,staff.csv
5609,30,Christopher,Lewis,Nurse,JG-G,2015-05-28,Rotating,staff.csv
5610,30,Kenneth,Harvey,ICT Officer,JG-A,2009-01-17,Day,staff.csv
5611,30,Harriet,Holloway,Pharmacist,JG-D,2014-09-11,Day,staff.csv
5612,30,Iain,Powell,Nutritionist,JG-D,2006-07-15,Rotating,staff.csv
5613,30,Duncan,Lee,Nutritionist,JG-C,2025-12-24,Rotating,staff.csv
5614,30,Marian,Taylor,Cleaner,JG-G,2008-05-23,Day,staff.csv
5615,30,Joan,Jackson,Driver,JG-D,2010-12-21,Day,staff.csv
5616,30,Janet,Baldwin,Clinical Officer,JG-F,2019-07-04,Rotating,staff.csv
5617,30,Carly,Porter,Nutritionist,JG-G,2021-05-15,Day,staff.csv
5618,30,Dennis,Hughes,Nutritionist,JG-A,2016-07-12,Day,staff.csv
5619,30,Nathan,Mitchell,Laboratory Technologist,JG-G,2017-05-04,Rotating,staff.csv
5620,30,Aaron,Watkins,Driver,JG-E,2025-01-20,Rotating,staff.csv
5621,30,Joshua,Phillips,Security Officer,JG-G,2020-06-24,Day,staff.csv
5622,30,Carolyn,Talbot,Clinical Officer,JG-G,2020-02-04,Day,staff.csv
5623,30,Karl,Walker,Nurse,JG-A,2008-12-30,Night,staff.csv
5624,30,Lewis,Nolan,Security Officer,JG-F,2011-02-09,Day,staff.csv
5625,30,Luke,Berry,Driver,JG-F,2017-10-21,Night,staff.csv
5626,30,Mohammed,Nicholson,Security Officer,JG-G,2016-02-23,Day,staff.csv
5627,30,Geraldine,Roberts,Administrator,JG-D,2018-08-02,Rotating,staff.csv
5628,30,Megan,Bryant,ICT Officer,JG-E,2023-08-08,Night,staff.csv
5629,30,Janet,Moss,ICT Officer,JG-A,2012-09-05,Day,staff.csv
5630,30,Rosie,Roberts,Driver,JG-D,2014-03-19,Day,staff.csv
5631,30,Eleanor,Parker,Pharmacist,JG-G,2015-08-25,Day,staff.csv
5632,30,Kate,Day,Security Officer,JG-B,2016-06-21,Night,staff.csv
5633,30,Kyle,Smith,Administrator,JG-B,2012-03-05,Day,staff.csv
5634,30,Carl,Oliver,ICT Officer,JG-G,2023-02-22,Day,staff.csv
5635,30,Timothy,Walker,Radiographer,JG-D,2015-07-27,Night,staff.csv
5636,30,Eileen,Peacock,Radiographer,JG-A,2013-12-24,Rotating,staff.csv
5637,30,Emma,Hunter,Clinical Officer,JG-F,2011-08-28,Day,staff.csv
5638,30,Sian,Gallagher,Medical Records Officer,JG-C,2017-09-02,Night,staff.csv
5639,30,Abigail,Green,Administrator,JG-G,2007-05-11,Rotating,staff.csv
5640,30,Terry,Young,Driver,JG-E,2011-04-15,Day,staff.csv
5641,30,Matthew,Johnson,Cleaner,JG-B,2022-03-17,Night,staff.csv
5642,30,Jacob,Field,Security Officer,JG-E,2008-10-27,Day,staff.csv
5643,30,Victoria,Clarke,Clinical Officer,JG-A,2019-11-17,Night,staff.csv
5644,30,Joseph,Smith,Medical Records Officer,JG-G,2009-10-19,Day,staff.csv
5645,30,Sandra,Smith,Medical Records Officer,JG-G,2020-07-28,Night,staff.csv
5646,30,Katherine,White,Medical Records Officer,JG-F,2016-09-25,Day,staff.csv
5647,30,Maria,Patterson,Nutritionist,JG-D,2017-03-14,Day,staff.csv
5648,30,Gillian,Hall,Medical Records Officer,JG-G,2013-02-19,Rotating,staff.csv
5649,30,Dorothy,Wilson,ICT Officer,JG-E,2007-01-23,Night,staff.csv
5650,30,Kim,Smith,Receptionist,JG-F,2016-11-19,Rotating,staff.csv
5651,30,Glenn,Wood,Cleaner,JG-F,2008-07-13,Day,staff.csv
5652,30,Georgina,Reid,Radiographer,JG-G,2012-09-18,Rotating,staff.csv
5653,30,Mohammed,Power,ICT Officer,JG-F,2024-11-23,Day,staff.csv
5654,30,Stephanie,Rees,Clinical Officer,JG-E,2007-03-02,Night,staff.csv
5655,30,Jacob,Rahman,Nutritionist,JG-A,2023-03-11,Night,staff.csv
5656,30,Kieran,Baxter,Pharmacist,JG-B,2010-07-02,Rotating,staff.csv
5657,30,Tracey,Mills,Clinical Officer,JG-A,2023-02-11,Rotating,staff.csv
5658,30,Neil,Anderson,Receptionist,JG-C,2009-02-19,Night,staff.csv
5659,30,Alice,Coates,Receptionist,JG-C,2016-08-31,Day,staff.csv
5660,30,Susan,Power,Pharmacist,JG-F,2006-11-09,Day,staff.csv
5661,30,Suzanne,Davies,Security Officer,JG-B,2025-08-20,Rotating,staff.csv
5662,30,Michael,Perry,Receptionist,JG-D,2011-01-15,Night,staff.csv
5663,30,Paul,Willis,Pharmacist,JG-E,2013-11-24,Rotating,staff.csv
5664,30,Shannon,Evans,Radiographer,JG-E,2008-10-18,Day,staff.csv
5665,30,Dylan,Williams,Nurse,JG-E,2018-07-30,Night,staff.csv
5666,30,Stewart,Pugh,Cleaner,JG-C,2023-12-31,Rotating,staff.csv
5667,30,Julia,Baldwin,Administrator,JG-B,2021-11-22,Rotating,staff.csv
5668,30,Jason,Ellis,Radiographer,JG-C,2008-05-31,Night,staff.csv
5669,30,Hugh,Williams,Cleaner,JG-E,2007-07-03,Day,staff.csv
5670,30,Daniel,Davis,Pharmacist,JG-F,2020-01-20,Rotating,staff.csv
5671,30,Katy,Bowen,Laboratory Technologist,JG-D,2012-07-18,Day,staff.csv
5672,30,Tom,Mills,Nurse,JG-E,2021-09-17,Rotating,staff.csv
5673,30,Elliott,Holmes,Driver,JG-C,2011-04-26,Day,staff.csv
5674,30,Lisa,Ross,Pharmacist,JG-F,2021-08-01,Rotating,staff.csv
5675,30,Phillip,Parry,Security Officer,JG-C,2007-03-09,Rotating,staff.csv
5676,30,Andrew,Charlton,Receptionist,JG-E,2021-01-29,Rotating,staff.csv
5677,30,Rosemary,Dawson,Medical Records Officer,JG-F,2023-09-20,Day,staff.csv
5678,30,Carl,Begum,Medical Records Officer,JG-C,2012-08-08,Night,staff.csv
5679,30,Lydia,Ellis,Medical Records Officer,JG-G,2015-06-14,Night,staff.csv
5680,30,Kate,Martin,Laboratory Technologist,JG-C,2014-01-13,Night,staff.csv
5681,30,Heather,Parkinson,Administrator,JG-E,2007-04-28,Night,staff.csv
5682,30,Alison,Reynolds,Nurse,JG-E,2014-03-14,Night,staff.csv
5683,30,Harriet,Begum,Administrator,JG-E,2006-11-18,Rotating,staff.csv
5684,30,Denise,Lee,Radiographer,JG-G,2014-08-02,Day,staff.csv
5685,30,Alison,Wood,Administrator,JG-D,2020-06-13,Night,staff.csv
5686,30,Catherine,Ellis,Security Officer,JG-A,2012-06-05,Night,staff.csv
5687,30,Jack,Schofield,Receptionist,JG-F,2006-09-07,Day,staff.csv
5688,30,Lynne,Hopkins,Receptionist,JG-F,2015-07-24,Day,staff.csv
5689,30,Victoria,Lewis,Medical Records Officer,JG-A,2007-11-22,Rotating,staff.csv
5690,30,Danielle,Harvey,Administrator,JG-B,2015-02-18,Night,staff.csv
5691,30,Simon,Robinson,Security Officer,JG-A,2012-07-30,Rotating,staff.csv
5692,30,Tom,Jackson,Cleaner,JG-E,2024-05-05,Rotating,staff.csv
5693,30,Angela,Long,Laboratory Technologist,JG-G,2021-08-03,Night,staff.csv
5694,30,Sarah,Robertson,Medical Records Officer,JG-C,2022-12-29,Rotating,staff.csv
5695,30,Alan,Perkins,Driver,JG-B,2020-06-07,Rotating,staff.csv
5696,30,Jessica,Robson,Radiographer,JG-G,2007-10-24,Rotating,staff.csv
5697,30,Elizabeth,West,Security Officer,JG-B,2010-06-26,Day,staff.csv
5698,30,Alex,Smith,Nutritionist,JG-F,2026-04-13,Day,staff.csv
5699,30,Rachael,Wade,Clinical Officer,JG-G,2024-05-10,Day,staff.csv
5700,30,Carolyn,Baxter,Driver,JG-F,2007-03-18,Rotating,staff.csv
5701,30,Malcolm,Watkins,Radiographer,JG-C,2012-04-23,Day,staff.csv
5702,30,Jacob,Singh,Nutritionist,JG-F,2006-12-10,Day,staff.csv
5703,30,Tracy,Lee,Nurse,JG-B,2011-03-07,Rotating,staff.csv
5704,31,Ross,Sharpe,Clinical Officer,JG-C,2025-03-13,Day,staff.csv
5705,31,Kyle,Ingram,Medical Records Officer,JG-C,2011-02-04,Night,staff.csv
5706,31,Terry,Thompson,Radiographer,JG-A,2025-07-29,Day,staff.csv
5707,31,Jodie,Mills,Administrator,JG-B,2024-05-23,Day,staff.csv
5708,31,Barbara,Brown,Laboratory Technologist,JG-G,2009-12-24,Rotating,staff.csv
5709,31,Sophie,Webster,Pharmacist,JG-F,2010-12-05,Rotating,staff.csv
5710,31,Kirsty,Thompson,Nurse,JG-C,2021-11-05,Rotating,staff.csv
5711,31,Nigel,Harper,Pharmacist,JG-A,2007-05-29,Rotating,staff.csv
5712,31,Michelle,Hale,Nurse,JG-G,2019-11-23,Night,staff.csv
5713,31,Carly,Freeman,Nurse,JG-E,2008-03-31,Night,staff.csv
5714,31,Jack,Ford,Medical Records Officer,JG-G,2007-11-03,Day,staff.csv
5715,31,Chelsea,Walsh,Administrator,JG-G,2026-01-05,Night,staff.csv
5716,31,Gordon,Cox,Radiographer,JG-G,2025-03-14,Day,staff.csv
5717,31,Kate,Brown,Clinical Officer,JG-C,2009-05-01,Night,staff.csv
5718,31,Hollie,Roberts,ICT Officer,JG-A,2014-02-05,Day,staff.csv
5719,31,Paul,Barker,Radiographer,JG-G,2025-05-23,Day,staff.csv
5720,31,Georgina,Wilson,Laboratory Technologist,JG-C,2008-02-14,Rotating,staff.csv
5721,31,Bethany,Richardson,Administrator,JG-G,2009-09-08,Day,staff.csv
5722,31,Joe,Davis,Nurse,JG-F,2013-11-28,Rotating,staff.csv
5723,31,Sian,Day,Radiographer,JG-G,2008-11-28,Day,staff.csv
5724,31,Kelly,Davies,Nurse,JG-F,2020-10-02,Rotating,staff.csv
5725,31,Pauline,Ali,Medical Records Officer,JG-D,2021-02-15,Day,staff.csv
5726,31,Georgina,Wilson,Nutritionist,JG-C,2008-06-25,Day,staff.csv
5727,31,Sharon,Marshall,Driver,JG-C,2007-11-26,Day,staff.csv
5728,31,Naomi,Jones,Security Officer,JG-B,2022-12-14,Rotating,staff.csv
5729,31,Eileen,O'Sullivan,Laboratory Technologist,JG-B,2014-03-08,Day,staff.csv
5730,31,Neil,Carter,Radiographer,JG-B,2008-08-10,Night,staff.csv
5731,31,Garry,Young,ICT Officer,JG-A,2018-05-02,Rotating,staff.csv
5732,31,Katherine,Robinson,Administrator,JG-A,2017-03-30,Rotating,staff.csv
5733,31,Geoffrey,Cox,Driver,JG-G,2024-11-15,Night,staff.csv
5734,31,Alexander,Evans,ICT Officer,JG-E,2010-07-26,Rotating,staff.csv
5735,31,Mohammed,Smith,Nutritionist,JG-C,2012-11-28,Day,staff.csv
5736,31,Amelia,Quinn,Nutritionist,JG-E,2020-05-04,Rotating,staff.csv
5737,31,Jayne,Walsh,Clinical Officer,JG-E,2016-01-29,Rotating,staff.csv
5738,31,Janice,Smith,Laboratory Technologist,JG-D,2020-04-07,Rotating,staff.csv
5739,31,Bernard,Bevan,Nutritionist,JG-G,2006-11-16,Rotating,staff.csv
5740,31,Zoe,Barry,Radiographer,JG-D,2014-03-09,Rotating,staff.csv
5741,31,Lesley,Knowles,Receptionist,JG-D,2022-06-11,Day,staff.csv
5742,31,Stuart,Stewart,Driver,JG-F,2017-07-05,Rotating,staff.csv
5743,31,Diane,Frost,Administrator,JG-D,2023-10-17,Night,staff.csv
5744,31,Jamie,Thompson,Security Officer,JG-A,2015-04-27,Day,staff.csv
5745,31,Howard,Smith,Receptionist,JG-G,2022-10-05,Night,staff.csv
5746,31,Katie,Jones,Administrator,JG-D,2014-12-07,Day,staff.csv
5747,31,Tracy,Brown,Cleaner,JG-F,2016-09-27,Rotating,staff.csv
5748,31,Andrew,Rahman,Driver,JG-E,2009-04-19,Night,staff.csv
5749,31,Benjamin,Banks,Receptionist,JG-G,2024-10-06,Rotating,staff.csv
5750,31,Leslie,Palmer,Medical Records Officer,JG-G,2008-09-21,Rotating,staff.csv
5751,31,Keith,Anderson,Security Officer,JG-A,2021-08-02,Rotating,staff.csv
5752,31,Josh,Baldwin,ICT Officer,JG-E,2010-04-17,Night,staff.csv
5753,31,Colin,Williams,Administrator,JG-G,2020-10-22,Day,staff.csv
5754,31,Sam,Williams,Radiographer,JG-A,2007-01-09,Day,staff.csv
5755,31,Matthew,Holland,Nutritionist,JG-F,2022-10-18,Rotating,staff.csv
5756,31,Kevin,Pearson,Nurse,JG-C,2024-07-29,Day,staff.csv
5757,31,Naomi,Allen,Administrator,JG-A,2013-09-04,Day,staff.csv
5758,31,Bethany,Smith,Security Officer,JG-E,2026-03-18,Night,staff.csv
5759,31,Leah,Jackson,Nutritionist,JG-A,2022-09-29,Night,staff.csv
5760,31,Arthur,Thomas,Driver,JG-G,2013-01-29,Day,staff.csv
5761,31,Victor,Rowley,Administrator,JG-D,2015-06-17,Day,staff.csv
5762,31,Nicola,Mitchell,Pharmacist,JG-A,2024-09-17,Night,staff.csv
5763,31,Diane,Barber,Nutritionist,JG-A,2008-07-08,Day,staff.csv
5764,31,Norman,Taylor,Cleaner,JG-A,2018-04-06,Rotating,staff.csv
5765,31,Mohammad,Campbell,Medical Records Officer,JG-B,2013-08-05,Rotating,staff.csv
5766,31,Billy,Moss,Clinical Officer,JG-A,2024-12-31,Night,staff.csv
5767,31,Christine,Carr,Radiographer,JG-A,2022-12-01,Day,staff.csv
5768,31,Natalie,Jones,Nurse,JG-B,2023-11-11,Day,staff.csv
5769,31,Dennis,Herbert,Receptionist,JG-D,2021-12-17,Rotating,staff.csv
5770,31,Jenna,Taylor,Pharmacist,JG-E,2008-07-18,Day,staff.csv
5771,31,Colin,Spencer,Medical Records Officer,JG-B,2025-12-25,Night,staff.csv
5772,31,Irene,Clarke,Nurse,JG-C,2012-02-23,Rotating,staff.csv
5773,31,Cheryl,Thomson,Security Officer,JG-A,2025-09-15,Night,staff.csv
5774,31,Ellie,Burns,Pharmacist,JG-A,2006-07-07,Night,staff.csv
5775,31,Mohammad,Moore,Cleaner,JG-B,2019-11-17,Rotating,staff.csv
5776,31,Maurice,Harris,Nurse,JG-D,2023-12-22,Night,staff.csv
5777,31,Jake,West,Administrator,JG-G,2019-10-23,Night,staff.csv
5778,31,Craig,Cook,Laboratory Technologist,JG-G,2021-03-12,Rotating,staff.csv
5779,31,Alexander,Waters,ICT Officer,JG-G,2010-07-02,Rotating,staff.csv
5780,31,Sian,Doherty,Nurse,JG-A,2015-10-18,Day,staff.csv
5781,31,Duncan,Shaw,Administrator,JG-F,2015-01-02,Rotating,staff.csv
5782,31,Kerry,Gray,Laboratory Technologist,JG-B,2017-11-29,Night,staff.csv
5783,31,Ricky,Nelson,Laboratory Technologist,JG-B,2017-02-10,Night,staff.csv
5784,31,Joanne,Morgan,Receptionist,JG-D,2019-08-28,Rotating,staff.csv
5785,31,Christian,Harper,Radiographer,JG-F,2012-11-22,Night,staff.csv
5786,31,Martyn,Thomas,ICT Officer,JG-B,2023-12-16,Night,staff.csv
5787,31,Jane,Reed,Receptionist,JG-D,2014-02-08,Rotating,staff.csv
5788,31,Adam,Wood,Security Officer,JG-F,2022-10-28,Night,staff.csv
5789,31,Louise,Griffiths,Nutritionist,JG-B,2008-03-02,Rotating,staff.csv
5790,31,Connor,Simmons,Nurse,JG-G,2023-03-23,Night,staff.csv
5791,31,Kathleen,Rowe,Cleaner,JG-B,2022-12-20,Night,staff.csv
5792,31,Carol,Harris,Clinical Officer,JG-G,2015-03-08,Day,staff.csv
5793,31,Terence,Anderson,Clinical Officer,JG-G,2008-12-20,Day,staff.csv
5794,31,Craig,Gibbs,ICT Officer,JG-D,2013-09-20,Day,staff.csv
5795,31,Liam,Wallace,Laboratory Technologist,JG-C,2018-12-05,Rotating,staff.csv
5796,31,Mohamed,Adams,Medical Records Officer,JG-B,2011-06-20,Night,staff.csv
5797,31,Beverley,Edwards,Radiographer,JG-E,2014-06-17,Rotating,staff.csv
5798,31,Kimberley,Smith,Radiographer,JG-B,2015-09-23,Rotating,staff.csv
5799,32,Jane,Sanders,Radiographer,JG-D,2016-09-09,Day,staff.csv
5800,32,Jade,Collins,Clinical Officer,JG-G,2014-11-08,Rotating,staff.csv
5801,32,Joanne,Ahmed,Laboratory Technologist,JG-A,2025-07-15,Night,staff.csv
5802,32,Diana,Saunders,Clinical Officer,JG-E,2023-05-10,Night,staff.csv
5803,32,Aaron,Jones,Clinical Officer,JG-E,2018-06-10,Rotating,staff.csv
5804,32,Cheryl,Richardson,Security Officer,JG-B,2020-10-08,Night,staff.csv
5805,32,Chelsea,Marshall,Administrator,JG-D,2022-01-19,Rotating,staff.csv
5806,32,Gavin,Bell,Nurse,JG-A,2017-04-29,Rotating,staff.csv
5807,32,Mark,James,Cleaner,JG-F,2018-08-10,Rotating,staff.csv
5808,32,Holly,Lewis,ICT Officer,JG-F,2024-01-10,Rotating,staff.csv
5809,32,Amy,Porter,Laboratory Technologist,JG-F,2007-11-25,Day,staff.csv
5810,32,Gordon,Stephenson,Security Officer,JG-A,2015-04-17,Night,staff.csv
5811,32,Anne,Hudson,Radiographer,JG-G,2006-07-15,Day,staff.csv
5812,32,Chelsea,Richards,Nurse,JG-C,2008-11-03,Day,staff.csv
5813,32,Shaun,Lamb,Cleaner,JG-G,2016-01-17,Night,staff.csv
5814,32,Jacqueline,Barlow,Nurse,JG-D,2022-07-21,Day,staff.csv
5815,32,Lawrence,Williams,Cleaner,JG-E,2012-11-08,Day,staff.csv
5816,32,Harriet,Griffin,Medical Records Officer,JG-G,2024-05-01,Day,staff.csv
5817,32,Damien,Adams,Nurse,JG-B,2011-06-30,Rotating,staff.csv
5818,32,Raymond,Andrews,Administrator,JG-B,2023-02-17,Day,staff.csv
5819,32,Hayley,Burns,Driver,JG-E,2011-09-02,Day,staff.csv
5820,32,Teresa,Shaw,Cleaner,JG-F,2019-02-06,Day,staff.csv
5821,32,Gerard,Morgan,Clinical Officer,JG-F,2025-01-17,Day,staff.csv
5822,32,Carol,Hopkins,Radiographer,JG-B,2007-07-07,Night,staff.csv
5823,32,Natasha,Gallagher,Nutritionist,JG-A,2010-12-13,Night,staff.csv
5824,32,Andrea,Parker,Receptionist,JG-G,2014-05-31,Rotating,staff.csv
5825,32,Martin,Pickering,Clinical Officer,JG-C,2025-11-02,Day,staff.csv
5826,32,Dominic,Ferguson,Nutritionist,JG-B,2014-04-19,Day,staff.csv
5827,32,Gregory,Martin,Administrator,JG-F,2010-03-09,Day,staff.csv
5828,32,Janice,Hilton,Clinical Officer,JG-F,2024-03-18,Rotating,staff.csv
5829,32,Mathew,Davis,Laboratory Technologist,JG-C,2021-10-22,Night,staff.csv
5830,32,Antony,Fowler,Nutritionist,JG-C,2012-05-23,Day,staff.csv
5831,32,Amber,Bates,ICT Officer,JG-G,2010-03-05,Night,staff.csv
5832,32,Jemma,Byrne,Security Officer,JG-F,2009-11-05,Night,staff.csv
5833,32,Alexandra,Barton,Medical Records Officer,JG-C,2007-04-01,Night,staff.csv
5834,32,Gordon,Hill,Clinical Officer,JG-G,2019-11-13,Day,staff.csv
5835,32,Ashleigh,Butcher,Administrator,JG-A,2023-02-13,Day,staff.csv
5836,32,Carol,Gibbs,Radiographer,JG-C,2023-04-12,Night,staff.csv
5837,32,Janet,Walton,ICT Officer,JG-A,2020-05-13,Day,staff.csv
5838,32,Hazel,Jones,Driver,JG-A,2012-12-09,Day,staff.csv
5839,32,Katherine,Palmer,Receptionist,JG-C,2023-04-06,Night,staff.csv
5840,32,Lorraine,White,ICT Officer,JG-F,2025-03-11,Night,staff.csv
5841,32,Gavin,Lloyd,Administrator,JG-D,2007-06-23,Day,staff.csv
5842,32,Barbara,King,Driver,JG-G,2020-11-14,Day,staff.csv
5843,32,Alexandra,Anderson,Clinical Officer,JG-F,2013-07-19,Rotating,staff.csv
5844,32,Beverley,Marsden,Radiographer,JG-B,2021-09-20,Day,staff.csv
5845,32,Kayleigh,Butler,Administrator,JG-D,2023-01-13,Night,staff.csv
5846,32,Jemma,Briggs,Pharmacist,JG-G,2014-03-10,Night,staff.csv
5847,32,Alexandra,Sinclair,Clinical Officer,JG-B,2011-05-11,Day,staff.csv
5848,32,Robin,Hussain,Medical Records Officer,JG-F,2025-11-28,Rotating,staff.csv
5849,32,Neil,Thompson,ICT Officer,JG-B,2016-01-20,Rotating,staff.csv
5850,32,Georgina,Hussain,Administrator,JG-E,2016-07-29,Rotating,staff.csv
5851,32,Leigh,Ward,Receptionist,JG-E,2007-07-28,Day,staff.csv
5852,32,Janet,Collier,Clinical Officer,JG-G,2017-08-17,Rotating,staff.csv
5853,32,Nigel,Chambers,Clinical Officer,JG-A,2024-10-11,Night,staff.csv
5854,32,Brett,Lee,Cleaner,JG-F,2023-08-08,Night,staff.csv
5855,32,Beth,Mitchell,Medical Records Officer,JG-C,2015-04-20,Rotating,staff.csv
5856,32,Josephine,Stevens,Radiographer,JG-A,2010-02-19,Night,staff.csv
5857,32,Paige,Sutton,Medical Records Officer,JG-F,2015-09-14,Day,staff.csv
5858,32,Elliot,Jones,Medical Records Officer,JG-A,2024-09-20,Day,staff.csv
5859,32,Tony,Wilson,Receptionist,JG-B,2019-11-15,Day,staff.csv
5860,32,Teresa,Jones,Laboratory Technologist,JG-E,2025-12-27,Day,staff.csv
5861,32,Rosemary,Kirby,Pharmacist,JG-G,2007-05-01,Night,staff.csv
5862,32,Vanessa,Phillips,Receptionist,JG-C,2021-04-01,Night,staff.csv
5863,32,Beth,Noble,Nutritionist,JG-F,2019-07-16,Day,staff.csv
5864,32,Patricia,Peacock,ICT Officer,JG-A,2014-11-14,Rotating,staff.csv
